"sp"	"x"	"y"
"Amblyraja_radiata"	-64.355167	49.636
"Amblyraja_radiata"	-64.717833	49.780667
"Amblyraja_radiata"	-65.187333	49.7285
"Amblyraja_radiata"	-64.923333	49.393333
"Amblyraja_radiata"	-65.6125	49.5645
"Amblyraja_radiata"	-65.682	49.7655
"Amblyraja_radiata"	-65.869667	49.694333
"Amblyraja_radiata"	-66.323167	49.503833
"Amblyraja_radiata"	-66.143333	49.334
"Amblyraja_radiata"	-66.0275	49.291333
"Amblyraja_radiata"	-66.1915	49.276833
"Amblyraja_radiata"	-66.763333	49.261833
"Amblyraja_radiata"	-66.9885	49.113
"Amblyraja_radiata"	-67.606	49.014333
"Amblyraja_radiata"	-68.197	48.7165
"Amblyraja_radiata"	-68.326333	48.647
"Amblyraja_radiata"	-68.7055	48.670667
"Amblyraja_radiata"	-69.208	48.318833
"Amblyraja_radiata"	-69.103833	48.472833
"Amblyraja_radiata"	-68.980667	48.623667
"Amblyraja_radiata"	-68.223	48.947
"Amblyraja_radiata"	-67.662667	49.1635
"Amblyraja_radiata"	-67.556667	49.125333
"Amblyraja_radiata"	-66.896833	49.467
"Amblyraja_radiata"	-66.594833	49.509167
"Ammodytes_dubius"	-62.658667	43.237167
"Ammodytes_dubius"	-66.6565	41.625
"Ammodytes_dubius"	-66.272167	41.445667
"Ammodytes_dubius"	-66.181667	41.734167
"Ammodytes_dubius"	-66.037	41.8835
"Ammodytes_dubius"	-65.860333	41.9195
"Ammodytes_dubius"	-65.877833	42.024
"Ammodytes_dubius"	-65.895	42.231833
"Ammodytes_dubius"	-65.6515	42.255
"Ammodytes_dubius"	-60.894333	44.67
"Ammodytes_dubius"	-60.678167	44.645333
"Ammodytes_dubius"	-60.3495	45.0835
"Ammodytes_dubius"	-60.1585	45.042833
"Ammodytes_dubius"	-59.594167	45.231333
"Ammodytes_dubius"	-59.326167	45.175167
"Ammodytes_dubius"	-59.144667	45.3095
"Ammodytes_dubius"	-59.3035	45.484833
"Ammodytes_dubius"	-61.724	43.858833
"Ammodytes_dubius"	-60.905167	43.772667
"Ammodytes_dubius"	-60.385667	43.821167
"Ammodytes_dubius"	-60.4655	43.621667
"Ammodytes_dubius"	-59.470333	44.333667
"Ammodytes_dubius"	-59.4985	44.126
"Anarhichas_denticulatus"	-60.566944	61.823333
"Anarhichas_denticulatus"	-60.589444	62.106944
"Anarhichas_denticulatus"	-64.151111	61.500278
"Anarhichas_denticulatus"	-2.128204	55.910795
"Anarhichas_denticulatus"	-59.117778	56.188889
"Anarhichas_denticulatus"	-60.252833	48.564333
"Anarhichas_denticulatus"	-58.0585	45.760333
"Anarhichas_denticulatus"	-60.9375	62.251229
"Anarhichas_denticulatus"	-60.585937	62.189784
"Anarhichas_denticulatus"	-59.131167	46.627667
"Anarhichas_denticulatus"	-57.1555	44.822
"Anarhichas_denticulatus"	-40.22	62.23
"Anarhichas_denticulatus"	-40.36666	62.38334
"Anarhichas_denticulatus"	-59.9725	48.365333
"Anarhichas_denticulatus"	-61.634333	42.943667
"Anarhichas_denticulatus"	-59.3459	68.163
"Anarhichas_denticulatus"	-59.6182	68.212
"Anarhichas_denticulatus"	-59.6468	68.3119
"Anarhichas_denticulatus"	-59.6583	68.4046
"Anarhichas_denticulatus"	-59.3582	68.5074
"Anarhichas_denticulatus"	-58.7153	67.5542
"Anarhichas_denticulatus"	-58.2231	67.4139
"Anarhichas_denticulatus"	-63.5465	42.687833
"Anarhichas_denticulatus"	-63.477167	42.712667
"Anarhichas_denticulatus"	-62.227333	42.815167
"Anarhichas_denticulatus"	-57.842417	64.3525
"Anarhichas_denticulatus"	-57.719885	65.19384
"Anarhichas_denticulatus"	-58.406818	64.52541
"Anarhichas_denticulatus"	-58.108727	63.92826
"Anarhichas_denticulatus"	-58.936063	63.115877
"Anarhichas_denticulatus"	-58.942747	62.690007
"Anarhichas_denticulatus"	-59.496907	62.843858
"Anarhichas_denticulatus"	-60.367907	62.556537
"Anarhichas_denticulatus"	-60.356097	62.306608
"Anarhichas_denticulatus"	-60.87377	62.336657
"Anarhichas_denticulatus"	-60.609727	61.945952
"Anarhichas_denticulatus"	-63.177842	61.757083
"Anarhichas_denticulatus"	-67.104183	61.3036
"Anarhichas_denticulatus"	-63.063582	61.997075
"Anarhichas_denticulatus"	-61.279893	61.941328
"Anarhichas_denticulatus"	-60.266672	62.103263
"Anarhichas_denticulatus"	-61.331902	62.37429
"Anarhichas_denticulatus"	-60.925362	62.62814
"Anarhichas_denticulatus"	-59.966512	63.101907
"Anarhichas_denticulatus"	-60.165435	63.247158
"Anarhichas_denticulatus"	-60.215078	63.428537
"Anarhichas_denticulatus"	-59.918103	63.54833
"Anarhichas_denticulatus"	-60.162585	63.743247
"Anarhichas_denticulatus"	-60.375988	63.880298
"Anarhichas_denticulatus"	-60.027428	63.938048
"Anarhichas_denticulatus"	-59.480595	63.81285
"Anarhichas_denticulatus"	-59.414547	66.03608
"Anarhichas_denticulatus"	-61.32495	60.64632
"Anarhichas_denticulatus"	-61.83453	60.81687
"Anarhichas_denticulatus"	-61.91133	60.58233
"Anarhichas_denticulatus"	-62.31722	60.60752
"Anarhichas_denticulatus"	-57.79882	65.8122
"Anarhichas_denticulatus"	-59.7774	66.15428
"Anarhichas_denticulatus"	-58.6885	64.66138
"Anarhichas_denticulatus"	-59.64308	64.15507
"Anarhichas_denticulatus"	-63.16505	62.44262
"Anarhichas_denticulatus"	-63.21193	61.70067
"Anarhichas_denticulatus"	-63.97877	61.46825
"Anarhichas_denticulatus"	-63.57358	60.92233
"Anarhichas_denticulatus"	-63.4168	61.04637
"Anarhichas_denticulatus"	-63.33975	60.93533
"Anarhichas_denticulatus"	-64.03273	60.528
"Anarhichas_denticulatus"	-64.8049	60.93292
"Anarhichas_denticulatus"	-65.30843	62.03255
"Anarhichas_denticulatus"	-59.89705	63.71488
"Anarhichas_denticulatus"	-61.2553	63.03385
"Anarhichas_denticulatus"	-62.40108	62.00563
"Anarhichas_denticulatus"	-62.30048	61.83857
"Anarhichas_denticulatus"	-61.64453	61.77282
"Anarhichas_denticulatus"	-61.47655	62.04825
"Anarhichas_denticulatus"	-58.8133	67.7525
"Anarhichas_denticulatus"	-58.34217	67.51707
"Anarhichas_denticulatus"	-58.16235	67.38385
"Anarhichas_denticulatus"	-57.86678	67.12687
"Anarhichas_denticulatus"	-58.45597	66.8143
"Anarhichas_denticulatus"	-58.03158	66.70383
"Anarhichas_denticulatus"	-66.924333	42.118167
"Anarhichas_denticulatus"	-59.113333	45.063833
"Anarhichas_denticulatus"	-63.78283	61.44767
"Anarhichas_denticulatus"	-63.279	61.80667
"Anarhichas_denticulatus"	-60.19617	63.82767
"Anarhichas_denticulatus"	-62.58033	62.07617
"Anarhichas_denticulatus"	-62.0525	61.717
"Anarhichas_denticulatus"	-61.42833	61.843
"Anarhichas_denticulatus"	-65.02225	60.926
"Anarhichas_denticulatus"	-58.4998	64.1703
"Anarhichas_denticulatus"	-60.157	62.9822
"Anarhichas_denticulatus"	-60.255	62.958
"Anarhichas_denticulatus"	-60.7043	62.7864
"Anarhichas_denticulatus"	-58.974	64.919
"Anarhichas_denticulatus"	-63.89167	61.75683
"Anarhichas_denticulatus"	-58.62705	67.85338
"Anarhichas_denticulatus"	-59.03695	66.46103
"Anarhichas_denticulatus"	-57.77713	66.57537
"Anarhichas_denticulatus"	-58.169	67.19332
"Anarhichas_denticulatus"	-58.72	64.73883
"Anarhichas_denticulatus"	-58.736833	46.085333
"Anarhichas_denticulatus"	-60.878	61.829
"Anarhichas_denticulatus"	-61.16917	62.39883
"Anarhichas_denticulatus"	-61.071	62.91233
"Anarhichas_denticulatus"	-60.31867	63.70717
"Anarhichas_denticulatus"	-59.15417	64.25467
"Anarhichas_denticulatus"	-58.77683	64.591
"Anarhichas_denticulatus"	-63.29967	61.57683
"Anarhichas_denticulatus"	-63.2225	60.85033
"Anarhichas_denticulatus"	-65.5645	60.85733
"Anarhichas_denticulatus"	-61.43333	60.64333
"Anarhichas_denticulatus"	-61.295	60.78
"Anarhichas_denticulatus"	-62.36167	60.845
"Anarhichas_denticulatus"	-61.22667	61.77
"Anarhichas_denticulatus"	-60.83667	63.41333
"Anarhichas_denticulatus"	-60.13667	63.605
"Anarhichas_denticulatus"	-58.19833	65.09667
"Anarhichas_denticulatus"	-59.32295	68.02493
"Anarhichas_denticulatus"	-58.641	67.56033
"Anarhichas_denticulatus"	-67.4	39.931667
"Anarhichas_denticulatus"	-60.135833	45.597333
"Anarhichas_denticulatus"	-57.690167	44.329667
"Anarhichas_denticulatus"	-62.40667	60.69667
"Anarhichas_denticulatus"	-60.4	64.46333
"Anarhichas_denticulatus"	-61.58667	63.22333
"Anarhichas_denticulatus"	-61.20833	62.63333
"Anarhichas_denticulatus"	-61.33833	62.17667
"Anarhichas_denticulatus"	-61.77667	62.06167
"Anarhichas_denticulatus"	-67.401667	39.915556
"Anarhichas_denticulatus"	-30.78333	53
"Anarhichas_denticulatus"	-56.233333	65.883333
"Anarhichas_denticulatus"	-57.495667	44.342
"Anarhichas_denticulatus"	-67.435833	39.919722
"Anarhichas_denticulatus"	-31.316667	65.216667
"Anarhichas_denticulatus"	-62.590667	42.8125
"Anarhichas_denticulatus"	-59.915	45.004667
"Anarhichas_denticulatus"	-59.985	66.76667
"Anarhichas_denticulatus"	-58.69667	66.94333
"Anarhichas_denticulatus"	-59.06	66.81
"Anarhichas_denticulatus"	-59.1	66.77167
"Anarhichas_denticulatus"	-59.01667	66.69333
"Anarhichas_denticulatus"	-58.07	67.03
"Anarhichas_denticulatus"	-58.4	67.32
"Anarhichas_denticulatus"	-59.37	68.03
"Anarhichas_denticulatus"	-59.27	67.57
"Anarhichas_denticulatus"	-59.31	68.09
"Anarhichas_denticulatus"	-59.42	68.2
"Anarhichas_denticulatus"	-59.39	68.2
"Anarhichas_denticulatus"	-59.38	68.25
"Anarhichas_denticulatus"	-59.24	67.56
"Anarhichas_denticulatus"	-59.14	67.52
"Anarhichas_denticulatus"	-59.43	68.25
"Anarhichas_denticulatus"	-59.43	68.15
"Anarhichas_denticulatus"	-59.03	67.42
"Anarhichas_denticulatus"	-59.1	67.46
"Anarhichas_denticulatus"	-58.54	67.4
"Anarhichas_denticulatus"	-58.43	67.36
"Anarhichas_denticulatus"	-58.41	67.36
"Anarhichas_denticulatus"	-58.33	67.31
"Anarhichas_denticulatus"	-58.33	67.34
"Anarhichas_denticulatus"	-58.22	67.26
"Anarhichas_denticulatus"	-58.43	67.33
"Anarhichas_denticulatus"	-59.03	67.41
"Anarhichas_denticulatus"	-59.41	68.36
"Anarhichas_denticulatus"	-64.05	69.01
"Anarhichas_denticulatus"	-64.58	69.52
"Anarhichas_denticulatus"	-65.03	69.38
"Anarhichas_denticulatus"	-61.18	67.27
"Anarhichas_denticulatus"	-60.48	67.19
"Anarhichas_denticulatus"	-61.3	67.29
"Anarhichas_denticulatus"	-60.5	67.2
"Anarhichas_denticulatus"	-60.41	67.22
"Anarhichas_denticulatus"	-58.3	67.06
"Anarhichas_denticulatus"	-58.03	67.15
"Anarhichas_denticulatus"	-58.04	67.21
"Anarhichas_denticulatus"	-58.13	67.25
"Anarhichas_denticulatus"	-59.54	68.15
"Anarhichas_denticulatus"	-59.42	68.01
"Anarhichas_lupus"	-56.053333	55.178056
"Anarhichas_lupus"	-22.696	63.80034
"Anarhichas_lupus"	-58.327778	56.410278
"Anarhichas_lupus"	-58.446872	48.462978
"Anarhichas_lupus"	-58.629805	48.410837
"Anarhichas_lupus"	-64.209722	61.730278
"Anarhichas_lupus"	-23.512638	65.477783
"Anarhichas_lupus"	-64.035979	44.568437
"Anarhichas_lupus"	-22.828903	66.055455
"Anarhichas_lupus"	-64.151111	61.500278
"Anarhichas_lupus"	-18.0227	66.540217
"Anarhichas_lupus"	-63.95269	44.527649
"Anarhichas_lupus"	-53.162399	69.32711
"Anarhichas_lupus"	-64.677602	43.98911
"Anarhichas_lupus"	-70.300192	42.504774
"Anarhichas_lupus"	-63.708544	44.462609
"Anarhichas_lupus"	-58.239722	56.470556
"Anarhichas_lupus"	-62.780204	46.586227
"Anarhichas_lupus"	-19.010413	63.414256
"Anarhichas_lupus"	-51.11433	69.083708
"Anarhichas_lupus"	-63.453195	44.583843
"Anarhichas_lupus"	-59.494333	48.004167
"Anarhichas_lupus"	-58.959167	48.3585
"Anarhichas_lupus"	-59.358333	48.3485
"Anarhichas_lupus"	-59.491	48.255333
"Anarhichas_lupus"	-59.7345	48.378833
"Anarhichas_lupus"	-59.446833	48.623167
"Anarhichas_lupus"	-59.458667	48.812833
"Anarhichas_lupus"	-59.061333	48.962
"Anarhichas_lupus"	-58.767167	49.118667
"Anarhichas_lupus"	-58.394667	49.375167
"Anarhichas_lupus"	-58.428667	49.655667
"Anarhichas_lupus"	-58.5625	49.744667
"Anarhichas_lupus"	-58.230833	49.9425
"Anarhichas_lupus"	-57.905833	50.113333
"Anarhichas_lupus"	-59.058833	49.807333
"Anarhichas_lupus"	-59.1705	49.473
"Anarhichas_lupus"	-59.1775	49.117333
"Anarhichas_lupus"	-63.992667	49.557
"Anarhichas_lupus"	-65.329833	49.927667
"Anarhichas_lupus"	-64.442	49.9855
"Anarhichas_lupus"	-61.417667	49.853833
"Anarhichas_lupus"	-58.571667	49.248333
"Anarhichas_lupus"	-58.615	49.496667
"Anarhichas_lupus"	-58.965	49.949833
"Anarhichas_lupus"	-60.367167	49.790667
"Anarhichas_lupus"	-60.633667	49.894667
"Anarhichas_lupus"	-61.011	49.041333
"Anarhichas_lupus"	-61.052333	48.903
"Anarhichas_lupus"	-60.902833	48.762
"Anarhichas_lupus"	-61.662	62.451
"Anarhichas_lupus"	-70.412803	43.531997
"Anarhichas_lupus"	-53.83194	52.44778
"Anarhichas_lupus"	-59.1025	56.98194
"Anarhichas_lupus"	-56.127696	45.726808
"Anarhichas_lupus"	-60.136798	46.599609
"Anarhichas_lupus"	-2.151278	55.92171
"Anarhichas_lupus"	-61.539333	48.171667
"Anarhichas_lupus"	-59.538333	47.981
"Anarhichas_lupus"	-59.4155	48.0175
"Anarhichas_lupus"	-59.352667	48.155833
"Anarhichas_lupus"	-59.093667	48.315167
"Anarhichas_lupus"	-59.545833	48.637167
"Anarhichas_lupus"	-60.019167	48.428167
"Anarhichas_lupus"	-58.5905	49.277
"Anarhichas_lupus"	-58.480167	49.689167
"Anarhichas_lupus"	-58.563333	49.751333
"Anarhichas_lupus"	-58.648333	49.896667
"Anarhichas_lupus"	-58.479667	49.881667
"Anarhichas_lupus"	-68.403518	44.059579
"Anarhichas_lupus"	-58.0905	49.946167
"Anarhichas_lupus"	-58.227	50.0225
"Anarhichas_lupus"	-57.812833	50.1455
"Anarhichas_lupus"	-57.562833	50.755333
"Anarhichas_lupus"	-57.433833	50.803833
"Anarhichas_lupus"	-57.259	51.138667
"Anarhichas_lupus"	-59.001	49.963167
"Anarhichas_lupus"	-64.355167	49.636
"Anarhichas_lupus"	-64.717833	49.780667
"Anarhichas_lupus"	-65.096167	49.853333
"Anarhichas_lupus"	-63.895167	49.960667
"Anarhichas_lupus"	-60.078833	49.5285
"Anarhichas_lupus"	-60.813833	49.1155
"Anarhichas_lupus"	-61.159167	49.184833
"Anarhichas_lupus"	-61.107	48.883333
"Anarhichas_lupus"	-69.410691	48.320126
"Anarhichas_lupus"	-66.286833	42.034667
"Anarhichas_lupus"	-64.756167	42.887667
"Anarhichas_lupus"	-57.990076	49.145565
"Anarhichas_lupus"	-53.519216	69.248557
"Anarhichas_lupus"	-65.415333	42.7035
"Anarhichas_lupus"	-64.479	42.725
"Anarhichas_lupus"	-64.838167	43.3155
"Anarhichas_lupus"	-64.789167	43.427167
"Anarhichas_lupus"	-60.1585	45.042833
"Anarhichas_lupus"	-64.587667	42.884167
"Anarhichas_lupus"	-64.57	42.847167
"Anarhichas_lupus"	-65.9105	42.827667
"Anarhichas_lupus"	-67.281333	43.007333
"Anarhichas_lupus"	-63.192667	49.14
"Anarhichas_lupus"	-63.2515	49.226333
"Anarhichas_lupus"	-60.1055	49.653
"Anarhichas_lupus"	-59.9475	49.401333
"Anarhichas_lupus"	-58.559667	49.941833
"Anarhichas_lupus"	-57.569167	50.466833
"Anarhichas_lupus"	-58.318	50.486667
"Anarhichas_lupus"	-58.871333	49.920333
"Anarhichas_lupus"	-58.886167	49.667
"Anarhichas_lupus"	-58.959333	49.5005
"Anarhichas_lupus"	-59.053167	49.3955
"Anarhichas_lupus"	-59.102833	49.079
"Anarhichas_lupus"	-58.9705	48.859333
"Anarhichas_lupus"	-59.632667	48.865833
"Anarhichas_lupus"	-59.829833	46.506
"Anarhichas_lupus"	-59.717667	46.721
"Anarhichas_lupus"	-59.3965	47.177167
"Anarhichas_lupus"	-60.113	47.008667
"Anarhichas_lupus"	-58.924167	45.879333
"Anarhichas_lupus"	-58.260667	45.883333
"Anarhichas_lupus"	-58.5855	45.674833
"Anarhichas_lupus"	-57.325667	44.439667
"Anarhichas_lupus"	-58.4275	44.36
"Anarhichas_lupus"	-59.483	48.246333
"Anarhichas_lupus"	-59.162667	48.430333
"Anarhichas_lupus"	-64.6465	43.319833
"Anarhichas_lupus"	-64.2565	43.143333
"Anarhichas_lupus"	-64.1465	43.11
"Anarhichas_lupus"	-70.268379	41.889241
"Anarhichas_lupus"	-64.7435	42.958667
"Anarhichas_lupus"	-64.080333	42.940667
