Year,Country,GearCode,Tonnage,MainSpecies,Divcode,Code,Effort,Month_NK,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,DateCreated
2002,27,51,2,3,44,103,9,0,0,0,0,0,0,0,0,0,11,0,0,0,30-Apr-04
2002,27,51,2,1,44,120,9,0,0,0,0,0,1,2,0,0,0,0,0,0,30-Apr-04
2002,27,10,1,72,45,1,1,0,0,0,0,0,55,0,0,0,0,0,0,0,30-Apr-04
2002,27,51,2,1,44,101,9,0,0,0,0,0,2,2,2,0,0,0,0,0,30-Apr-04
2002,27,53,1,31,44,204,9,0,0,0,0,0,0,0,0,1,3,0,0,0,30-Apr-04
2002,27,51,2,1,44,101,1,0,0,0,0,2,1,0,0,0,0,1,0,0,30-Apr-04
2002,27,51,2,1,44,3,1,0,0,0,0,1,3,0,0,0,0,2,0,0,30-Apr-04
2002,27,51,2,1,44,2,1,0,0,0,0,1,3,0,0,0,0,2,0,0,30-Apr-04
2002,27,51,2,1,44,1,1,0,0,0,0,5,13,0,0,0,0,9,0,0,30-Apr-04
2002,27,51,1,31,44,204,9,0,0,0,0,0,0,0,0,2,7,1,0,0,30-Apr-04
2002,27,51,1,21,44,186,9,0,0,0,0,0,3,1,0,5,0,0,0,0,30-Apr-04
2002,27,51,1,21,44,120,9,0,0,0,0,0,1,0,0,0,0,0,0,0,30-Apr-04
2002,27,51,1,21,44,101,9,0,0,0,0,0,1,0,0,0,0,0,0,0,30-Apr-04
2002,27,51,2,1,44,102,9,0,0,0,0,0,1,0,0,0,0,0,0,0,30-Apr-04
2002,27,62,1,71,44,3,1,0,0,0,0,0,0,0,14,20,1,0,0,0,30-Apr-04
2002,27,71,1,80,44,536,9,0,0,0,0,0,0,0,0,0,0,1,2,1,30-Apr-04
2002,27,71,0,80,44,536,9,0,0,0,0,0,0,0,1,0,0,0,0,0,30-Apr-04
2002,27,62,2,71,44,610,1,0,0,0,0,0,0,66,111,135,8,0,0,0,30-Apr-04
2002,27,62,2,71,44,3,1,0,0,0,0,0,0,15,22,25,2,0,0,0,30-Apr-04
2002,27,62,2,71,44,2,1,0,0,0,0,0,0,11,20,23,2,0,0,0,30-Apr-04
2002,27,62,1,71,44,619,9,0,0,0,0,0,0,0,5,4,0,0,0,0,30-Apr-04
2002,27,62,1,71,44,610,9,0,0,0,0,0,0,138,1268,520,0,0,0,0,30-Apr-04
2002,27,62,1,71,44,608,9,0,1,0,0,0,0,0,0,1,0,0,0,0,30-Apr-04
2002,27,51,2,21,44,186,9,0,0,0,0,0,3,0,0,0,3,0,0,0,30-Apr-04
2002,27,62,1,71,44,610,1,0,0,0,0,0,0,0,17,28,0,0,0,0,30-Apr-04
2002,27,51,2,21,44,188,9,0,0,0,0,0,1,0,0,0,1,0,0,0,30-Apr-04
2002,27,62,1,71,44,2,1,0,0,0,0,0,0,0,14,20,1,0,0,0,30-Apr-04
2002,27,62,1,70,44,622,9,0,0,1,2,6,646,444,118,0,0,0,0,2,30-Apr-04
2002,27,62,1,70,44,602,9,0,0,0,0,0,0,1,0,0,0,0,0,0,30-Apr-04
2002,27,62,0,70,44,622,9,0,0,0,0,0,8,3,1,0,0,0,0,0,30-Apr-04
2002,27,61,0,31,44,302,9,0,0,0,0,0,3,4,0,0,0,0,0,0,30-Apr-04
2002,27,61,0,31,44,204,9,0,0,0,0,0,0,270,0,0,0,0,0,0,30-Apr-04
2002,27,61,0,31,44,202,9,0,0,0,0,0,46,87,0,0,0,0,0,0,30-Apr-04
2002,27,53,1,31,44,204,9,0,0,0,0,0,0,0,3,5,0,5,0,0,30-Apr-04
2002,27,51,1,21,47,101,9,0,0,0,0,0,0,9,8,25,19,2,0,0,30-Apr-04
2002,27,62,1,71,44,602,9,0,0,0,0,0,0,0,1,96,83,28,6,0,30-Apr-04
2002,27,51,1,2,55,106,9,0,0,0,0,0,0,0,4,1,1,0,0,0,30-Apr-04
2002,27,51,1,41,55,299,9,0,0,0,0,0,1,0,0,0,0,0,0,0,30-Apr-04
2002,27,51,1,41,55,264,9,0,0,0,0,0,1,0,0,6,5,0,0,0,30-Apr-04
2002,27,51,1,23,55,186,9,0,0,0,0,0,0,0,1,0,0,0,0,0,30-Apr-04
2002,27,51,1,23,55,144,9,0,0,0,0,0,0,0,5,6,0,0,0,0,30-Apr-04
2002,27,51,1,23,55,106,9,0,0,0,0,0,0,0,1,0,0,0,0,0,30-Apr-04
2002,27,51,1,23,55,102,9,0,0,0,0,0,0,0,3,4,0,0,0,0,30-Apr-04
2002,27,51,1,23,55,101,9,0,0,0,0,0,0,0,1,1,0,0,0,0,30-Apr-04
2002,27,51,1,2,55,186,9,0,0,0,0,0,0,0,21,7,5,4,1,0,30-Apr-04
2002,27,41,2,6,55,106,9,0,0,0,0,0,0,4,6,0,0,0,0,0,30-Apr-04
2002,27,51,1,2,55,120,9,0,0,0,0,0,0,0,3,3,1,0,0,0,30-Apr-04
2002,27,51,2,1,55,2,1,0,0,0,0,0,0,0,6,10,5,0,0,3,30-Apr-04
2002,27,51,1,2,55,102,9,0,0,0,0,0,0,3,166,121,62,36,16,0,30-Apr-04
2002,27,51,1,2,55,101,9,0,0,0,0,0,0,2,50,44,22,17,6,0,30-Apr-04
2002,27,51,1,1,55,188,9,0,0,0,0,0,0,0,1,0,0,0,0,0,30-Apr-04
2002,27,51,1,1,55,186,9,0,0,0,0,0,0,0,1,1,1,1,0,0,30-Apr-04
2002,27,51,1,1,55,144,9,0,0,0,0,0,0,0,1,1,1,0,0,0,30-Apr-04
2002,27,51,1,1,55,106,9,0,0,0,0,0,0,0,0,0,1,0,0,0,30-Apr-04
2002,27,51,1,1,55,102,9,0,0,0,0,0,0,0,14,24,26,10,0,0,30-Apr-04
2002,27,51,2,2,55,102,9,0,0,0,0,0,0,0,25,32,24,12,2,0,30-Apr-04
2002,27,51,1,2,55,144,9,0,0,0,0,0,0,0,45,25,8,8,2,0,30-Apr-04
2002,27,51,2,1,55,186,9,0,0,0,0,0,0,0,0,0,0,2,0,0,30-Apr-04
2002,27,12,5,2,55,1,1,0,0,0,0,0,0,41,123,67,182,11,95,68,30-Apr-04
2002,27,51,2,2,55,186,1,0,0,0,0,0,0,0,17,25,13,10,5,2,30-Apr-04
2002,27,51,2,2,55,144,1,0,0,0,0,0,0,1,32,36,41,15,3,5,30-Apr-04
2002,27,51,2,2,55,120,1,0,0,0,0,0,0,0,1,1,1,0,0,0,30-Apr-04
2002,27,51,2,2,55,106,1,0,0,0,0,0,0,1,5,3,2,1,1,3,30-Apr-04
2002,27,51,2,2,55,102,1,0,0,0,0,0,0,6,120,225,240,97,41,16,30-Apr-04
2002,27,51,2,2,55,101,1,0,0,0,0,0,0,1,34,41,80,39,18,6,30-Apr-04
2002,27,51,2,2,55,3,1,0,0,0,0,0,0,7,71,115,122,60,22,9,30-Apr-04
2002,27,51,1,41,55,464,9,0,0,0,0,0,0,0,0,1,0,0,0,0,30-Apr-04
2002,27,51,2,2,55,1,1,0,0,0,0,0,0,54,377,566,644,272,105,96,30-Apr-04
2002,27,51,2,1,55,1,1,0,0,0,0,0,0,0,26,44,35,0,0,22,30-Apr-04
2002,27,51,2,1,55,144,9,0,0,0,0,0,0,0,0,0,0,1,0,0,30-Apr-04
2002,27,51,2,1,55,102,9,0,0,0,0,0,0,0,0,5,0,9,0,0,30-Apr-04
2002,27,51,2,1,55,101,9,0,0,0,0,0,0,0,0,5,0,11,0,0,30-Apr-04
2002,27,51,2,1,55,186,1,0,0,0,0,0,0,0,0,1,0,0,0,0,30-Apr-04
2002,27,51,2,1,55,144,1,0,0,0,0,0,0,0,1,4,3,0,0,0,30-Apr-04
2002,27,51,2,1,55,102,1,0,0,0,0,0,0,0,4,12,6,0,0,4,30-Apr-04
2002,27,51,2,1,55,101,1,0,0,0,0,0,0,0,13,39,10,0,0,8,30-Apr-04
2002,27,51,2,1,55,3,1,0,0,0,0,0,0,0,9,14,7,0,0,4,30-Apr-04
2002,27,41,2,6,55,102,9,0,0,0,0,0,0,0,1,0,0,0,0,0,30-Apr-04
2002,27,51,2,2,55,2,1,0,0,0,0,0,0,4,49,83,93,46,15,7,30-Apr-04
2002,27,12,5,6,55,2,1,0,0,0,0,0,0,0,12,1,2,8,5,8,30-Apr-04
2002,27,41,1,1,55,101,9,0,0,0,0,0,0,0,18,0,1,0,5,0,30-Apr-04
2002,27,15,4,30,55,202,9,0,0,0,0,0,0,0,13,115,33,0,0,0,30-Apr-04
2002,27,15,4,30,55,202,1,0,0,0,0,0,0,0,157,69,908,310,0,0,30-Apr-04
2002,27,15,4,30,55,3,1,0,0,0,0,0,0,0,8,2,19,14,0,0,30-Apr-04
2002,27,15,4,30,55,2,1,0,0,0,0,0,0,0,4,1,13,9,0,0,30-Apr-04
2002,27,15,4,30,55,1,1,0,0,0,0,0,0,0,23,5,107,59,0,0,30-Apr-04
2002,27,12,5,6,55,106,1,0,0,0,0,0,0,25,140,9,8,158,72,132,30-Apr-04
2002,27,12,5,6,55,102,1,0,0,0,0,0,0,0,26,0,6,16,12,23,30-Apr-04
2002,27,51,1,1,55,101,9,0,0,0,0,0,0,1,40,40,38,19,0,0,30-Apr-04
2002,27,12,5,6,55,3,1,0,0,0,0,0,0,0,14,1,2,11,6,9,30-Apr-04
2002,27,41,1,1,55,186,9,0,0,0,0,0,0,0,1,0,0,0,0,0,30-Apr-04
2002,27,12,5,6,55,1,1,0,0,0,0,0,0,1,157,6,16,99,63,95,30-Apr-04
2002,27,12,5,2,55,122,1,0,0,0,0,0,0,0,0,0,0,0,1,0,30-Apr-04
2002,27,12,5,2,55,106,1,0,0,0,0,0,0,6,33,4,6,0,4,2,30-Apr-04
2002,27,12,5,2,55,103,1,0,0,0,0,0,0,0,0,0,1,0,0,0,30-Apr-04
2002,27,12,5,2,55,102,1,0,0,0,0,0,0,58,150,80,194,7,59,28,30-Apr-04
2002,27,12,5,2,55,101,1,0,0,0,0,0,0,1,4,2,4,1,7,1,30-Apr-04
2002,27,12,5,2,55,3,1,0,0,0,0,0,0,5,12,6,20,1,10,6,30-Apr-04
2002,27,51,1,16,47,452,9,0,0,0,0,0,0,7,4,0,0,0,0,0,30-Apr-04
2002,27,12,5,6,55,101,1,0,0,0,0,0,0,0,2,0,0,2,3,2,30-Apr-04
2002,27,41,2,1,55,106,1,0,0,0,0,0,0,0,0,8,2,0,0,0,30-Apr-04
2002,27,41,2,6,55,101,9,0,0,0,0,0,0,0,1,0,0,0,0,0,30-Apr-04
2002,27,41,2,6,55,186,1,0,0,0,0,0,0,0,3,0,0,0,0,0,30-Apr-04
2002,27,41,2,6,55,106,1,0,0,0,0,0,0,20,76,20,31,9,0,0,30-Apr-04
2002,27,41,2,6,55,102,1,0,0,0,0,0,0,0,4,0,1,0,0,0,30-Apr-04
2002,27,41,2,6,55,101,1,0,0,0,0,0,0,2,9,2,3,1,0,0,30-Apr-04
2002,27,41,2,6,55,3,1,0,0,0,0,0,0,7,28,8,11,3,0,0,30-Apr-04
2002,27,41,2,6,55,2,1,0,0,0,0,0,0,5,20,5,8,2,0,0,30-Apr-04
2002,27,41,2,1,55,101,9,0,0,0,0,0,0,0,16,0,0,0,0,0,30-Apr-04
2002,27,41,1,1,55,102,9,0,0,0,0,0,0,0,1,0,1,0,0,0,30-Apr-04
2002,27,41,2,1,55,132,1,0,0,0,0,0,0,0,0,1,0,0,0,0,30-Apr-04
2002,27,41,1,1,55,106,9,0,0,0,0,0,0,0,5,0,1,0,3,0,30-Apr-04
2002,27,41,2,1,55,102,1,0,0,0,0,0,0,0,0,1,1,0,0,0,30-Apr-04
2002,27,41,2,1,55,101,1,0,0,0,0,0,0,0,0,39,20,0,0,0,30-Apr-04
2002,27,41,2,1,55,3,1,0,0,0,0,0,0,0,0,16,7,0,0,0,30-Apr-04
2002,27,41,2,1,55,2,1,0,0,0,0,0,0,0,0,12,6,0,0,0,30-Apr-04
2002,27,41,1,6,55,186,9,0,0,0,0,0,0,0,0,1,0,0,0,1,30-Apr-04
2002,27,41,1,6,55,106,9,0,0,0,0,0,0,25,0,46,0,0,4,10,30-Apr-04
2002,27,41,1,6,55,102,9,0,0,0,0,0,0,0,0,1,0,0,0,0,30-Apr-04
2002,27,41,1,6,55,101,9,0,0,0,0,0,0,2,0,10,0,0,4,7,30-Apr-04
2002,27,51,2,2,55,106,9,0,0,0,0,0,0,0,2,0,0,1,0,0,30-Apr-04
2002,27,41,2,1,55,186,1,0,0,0,0,0,0,0,0,1,0,0,0,0,30-Apr-04
2002,27,51,3,49,55,299,1,0,0,0,0,0,5,0,0,0,0,0,0,0,30-Apr-04
2002,27,53,2,6,55,106,9,0,0,0,0,0,0,0,0,1,1,3,0,0,30-Apr-04
2002,27,53,2,6,55,101,9,0,0,0,0,0,0,0,0,1,1,0,0,0,30-Apr-04
2002,27,53,2,1,55,101,9,0,0,0,0,0,0,0,4,4,0,0,0,0,30-Apr-04
2002,27,53,1,1,55,106,9,0,0,0,0,0,0,0,2,0,1,0,0,0,30-Apr-04
2002,27,53,1,1,55,101,9,0,0,0,0,0,0,0,15,0,5,0,0,0,30-Apr-04
2002,27,51,4,42,55,462,9,0,0,0,0,0,0,0,0,0,1,0,0,0,30-Apr-04
2002,27,51,4,42,55,284,9,0,0,0,0,0,0,0,0,0,3,0,0,0,30-Apr-04
2002,27,51,4,42,55,278,9,0,0,0,0,0,0,0,0,0,3,0,0,0,30-Apr-04
2002,27,51,3,42,55,272,1,0,0,0,0,0,0,0,0,2,2,0,0,0,30-Apr-04
2002,27,51,4,42,55,264,9,0,0,0,0,0,0,0,0,0,2,0,0,0,30-Apr-04
2002,27,60,1,42,55,272,9,0,0,0,0,0,0,0,0,0,0,2,0,0,30-Apr-04
2002,27,51,3,49,55,284,1,0,0,0,0,0,1,0,0,0,0,0,0,0,30-Apr-04
2002,27,51,3,49,55,264,1,0,0,0,0,0,1,0,0,0,0,0,0,0,30-Apr-04
2002,27,51,3,49,55,3,1,0,0,0,0,0,15,0,0,0,0,0,0,0,30-Apr-04
2002,27,51,3,49,55,2,1,0,0,0,0,0,7,0,0,0,0,0,0,0,30-Apr-04
2002,27,51,3,49,55,1,1,0,0,0,0,0,9,0,0,0,0,0,0,0,30-Apr-04
2002,27,51,3,42,55,464,1,0,0,0,0,0,0,0,0,1,0,0,0,0,30-Apr-04
2002,27,51,3,42,55,284,1,0,0,0,0,0,0,0,0,9,2,0,0,0,30-Apr-04
2002,27,51,2,2,55,101,9,0,0,0,0,0,0,0,9,8,4,7,1,0,30-Apr-04
2002,27,51,4,42,55,272,9,0,0,0,0,0,0,0,0,0,3,0,0,0,30-Apr-04
2002,27,62,4,70,55,3,1,0,16,13,14,8,11,16,2,0,0,3,2,0,30-Apr-04
2002,27,81,1,41,55,264,9,0,0,0,0,0,0,6,15,2,0,0,0,0,30-Apr-04
2002,27,71,5,80,55,536,9,0,0,237,328,375,551,492,593,462,341,417,393,241,30-Apr-04
2002,27,71,4,80,55,536,9,0,616,1760,3525,5501,4719,5136,6083,5956,3640,4385,5491,4049,30-Apr-04
2002,27,71,4,80,55,132,9,0,0,0,0,3,10,0,0,0,0,0,0,0,30-Apr-04
2002,27,62,4,71,55,622,1,0,1,0,2,11,9,0,3,1,3,2,0,0,30-Apr-04
2002,27,62,4,71,55,608,1,0,1,0,2,31,27,2,7,2,15,5,0,0,30-Apr-04
2002,27,62,4,71,55,3,1,0,2,0,2,16,14,2,8,3,10,3,0,0,30-Apr-04
2002,27,62,4,71,55,2,1,0,1,0,2,13,11,1,7,2,7,3,0,0,30-Apr-04
2002,27,54,1,42,55,280,9,0,0,0,0,0,0,0,0,2,0,0,0,0,30-Apr-04
2002,27,62,4,70,55,608,1,0,0,0,0,2,3,8,1,0,0,2,0,0,30-Apr-04
2002,27,54,2,42,55,280,9,0,0,0,0,0,0,0,0,1,0,0,0,0,30-Apr-04
2002,27,62,4,70,55,2,1,0,14,11,11,6,10,13,1,0,0,2,2,0,30-Apr-04
2002,27,62,3,71,55,608,1,0,0,1,0,0,0,0,0,0,0,0,0,0,30-Apr-04
2002,27,62,3,71,55,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,30-Apr-04
2002,27,62,3,71,55,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,30-Apr-04
2002,27,62,2,71,55,612,1,0,0,0,0,0,0,4,14,9,8,2,0,0,30-Apr-04
2002,27,62,2,71,55,3,1,0,0,0,0,0,0,7,13,11,8,2,0,0,30-Apr-04
2002,27,62,2,71,55,2,1,0,0,0,0,0,0,4,7,7,4,1,0,0,30-Apr-04
2002,27,60,2,42,55,280,9,0,0,0,0,0,0,0,0,1,0,0,0,0,30-Apr-04
2002,27,51,3,42,55,264,1,0,0,0,0,0,0,0,0,7,2,0,0,0,30-Apr-04
2002,27,62,4,70,55,622,1,0,26,23,16,12,20,19,1,0,0,4,5,0,30-Apr-04
2002,27,51,2,23,55,144,1,0,0,0,0,0,0,0,7,2,7,8,0,3,30-Apr-04
2002,27,51,3,1,55,101,1,0,0,0,0,0,0,0,0,0,0,7,0,9,30-Apr-04
2002,27,51,3,1,55,3,1,0,0,0,0,0,0,0,0,0,0,6,0,5,30-Apr-04
2002,27,51,3,1,55,2,1,0,0,0,0,0,0,0,0,0,0,4,0,4,30-Apr-04
2002,27,51,3,1,55,1,1,0,0,0,0,0,0,0,0,0,0,1,0,27,30-Apr-04
2002,27,51,2,41,55,284,1,0,0,0,0,0,0,0,0,2,0,0,0,0,30-Apr-04
2002,27,51,2,41,55,264,1,0,0,0,0,0,0,0,1,14,1,0,0,0,30-Apr-04
2002,27,51,2,41,55,3,1,0,0,0,0,0,0,0,1,21,1,0,0,0,30-Apr-04
2002,27,51,2,41,55,2,1,0,0,0,0,0,0,0,1,14,1,0,0,0,30-Apr-04
2002,27,51,3,42,55,278,1,0,0,0,0,0,0,0,0,2,2,0,0,0,30-Apr-04
2002,27,51,2,23,55,186,1,0,0,0,0,0,0,0,0,0,5,0,0,0,30-Apr-04
2002,27,51,3,1,55,144,1,0,0,0,0,0,0,0,0,0,0,0,0,1,30-Apr-04
2002,27,51,2,23,55,106,1,0,0,0,0,0,0,0,0,0,1,0,0,0,30-Apr-04
2002,27,51,2,23,55,102,1,0,0,0,0,0,0,0,1,2,4,4,0,1,30-Apr-04
2002,27,51,2,23,55,101,1,0,0,0,0,0,0,0,1,1,4,3,0,1,30-Apr-04
2002,27,51,2,23,55,3,1,0,0,0,0,0,0,0,3,4,6,5,0,4,30-Apr-04
2002,27,51,2,23,55,2,1,0,0,0,0,0,0,0,1,3,5,4,0,3,30-Apr-04
2002,27,51,2,23,55,1,1,0,0,0,0,0,0,0,7,12,23,44,0,27,30-Apr-04
2002,27,51,2,2,55,186,9,0,0,0,0,0,0,0,4,2,2,3,1,0,30-Apr-04
2002,27,51,2,2,55,144,9,0,0,0,0,0,0,0,8,11,3,3,1,0,30-Apr-04
2002,27,51,2,41,55,1,1,0,0,0,0,0,0,0,1,14,1,0,0,0,30-Apr-04
2002,27,51,3,2,55,186,1,0,0,0,0,0,0,0,0,0,3,5,3,1,30-Apr-04
2002,27,51,3,42,55,3,1,0,0,0,0,0,0,0,0,17,8,0,0,0,30-Apr-04
2002,27,51,3,42,55,2,1,0,0,0,0,0,0,0,0,13,6,0,0,0,30-Apr-04
2002,27,51,3,42,55,1,1,0,0,0,0,0,0,0,0,16,7,0,0,0,30-Apr-04
2002,27,51,3,41,55,284,1,0,0,0,0,0,0,0,0,6,0,0,0,0,30-Apr-04
2002,27,51,3,41,55,278,1,0,0,0,0,0,0,0,0,1,0,0,0,0,30-Apr-04
2002,27,51,3,41,55,272,1,0,0,0,0,0,0,0,0,1,0,0,0,0,30-Apr-04
2002,27,51,3,41,55,264,1,0,0,0,0,0,0,0,0,8,0,0,0,0,30-Apr-04
2002,27,51,3,41,55,3,1,0,0,0,0,0,0,0,0,16,0,0,0,0,30-Apr-04
2002,27,51,3,1,55,102,1,0,0,0,0,0,0,0,0,0,0,4,0,2,30-Apr-04
2002,27,51,3,41,55,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,30-Apr-04
2002,27,51,3,1,55,106,1,0,0,0,0,0,0,0,0,0,0,0,0,1,30-Apr-04
2002,27,51,3,2,55,144,1,0,0,0,0,0,0,0,0,0,4,6,6,1,30-Apr-04
2002,27,51,3,2,55,106,1,0,0,0,0,0,0,0,0,0,1,1,1,1,30-Apr-04
2002,27,51,3,2,55,103,1,0,0,0,0,0,0,0,0,0,1,1,1,0,30-Apr-04
2002,27,51,3,2,55,102,1,0,0,0,0,0,0,0,0,0,17,43,57,27,30-Apr-04
2002,27,51,3,2,55,101,1,0,0,0,0,0,0,0,0,0,2,17,6,4,30-Apr-04
2002,27,51,3,2,55,3,1,0,0,0,0,0,0,0,0,0,8,16,25,15,30-Apr-04
2002,27,51,3,2,55,2,1,0,0,0,0,0,0,0,0,0,6,13,19,11,30-Apr-04
2002,27,51,3,2,55,1,1,0,0,0,0,0,0,0,0,0,4,73,61,33,30-Apr-04
2002,27,12,3,54,55,479,1,0,0,0,0,0,0,0,3,0,0,0,0,0,30-Apr-04
2002,27,51,3,41,55,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,30-Apr-04
2002,27,12,2,2,55,3,1,0,0,0,0,0,0,68,106,34,58,46,39,14,30-Apr-04
2002,27,12,2,2,55,186,1,0,0,0,0,0,0,0,1,0,0,0,0,0,30-Apr-04
2002,27,12,2,2,55,132,1,0,0,0,0,0,0,1,7,5,6,1,6,2,30-Apr-04
2002,27,12,2,2,55,122,1,0,0,0,0,0,0,1,2,0,12,8,1,0,30-Apr-04
2002,27,12,2,2,55,116,1,0,0,0,0,0,0,1,1,0,0,1,0,0,30-Apr-04
2002,27,12,2,2,55,114,1,0,0,0,0,0,0,0,1,1,0,0,0,0,30-Apr-04
2002,27,12,2,2,55,112,1,0,0,0,0,0,0,1,8,4,2,0,1,0,30-Apr-04
2002,27,12,2,2,55,106,1,0,0,0,0,0,0,10,10,3,4,3,2,0,30-Apr-04
2002,27,12,2,2,55,103,1,0,0,0,0,0,0,1,1,0,0,0,3,0,30-Apr-04
2002,27,51,1,56,47,188,9,0,0,0,0,0,0,1,0,0,0,0,0,0,30-Apr-04
2002,27,12,2,2,55,101,1,0,0,0,0,0,0,20,34,9,26,27,15,13,30-Apr-04
2002,27,12,2,2,55,102,9,0,0,0,0,0,0,12,15,16,0,0,13,0,30-Apr-04
2002,27,12,2,2,55,2,1,0,0,0,0,0,0,54,84,26,41,36,33,14,30-Apr-04
2002,27,12,2,2,55,1,1,0,0,0,0,0,0,705,1115,316,477,388,377,161,30-Apr-04
2002,27,12,1,12,55,199,9,0,0,0,0,0,0,0,0,1,0,0,0,0,30-Apr-04
2002,27,12,1,12,55,132,9,0,0,0,0,0,0,0,7,14,4,3,0,0,30-Apr-04
2002,27,12,1,12,55,124,9,0,0,0,0,0,0,0,0,2,1,0,0,0,30-Apr-04
2002,27,12,1,12,55,122,9,0,0,0,0,0,0,0,2,17,7,1,0,0,30-Apr-04
2002,27,12,1,12,55,116,9,0,0,0,0,0,0,0,45,143,76,23,0,0,30-Apr-04
2002,27,12,2,14,55,2,1,0,0,0,0,0,0,0,0,1,1,1,0,0,30-Apr-04
2002,27,12,2,2,55,102,1,0,0,0,0,0,0,198,309,114,198,166,108,41,30-Apr-04
2002,27,12,2,12,55,102,1,0,0,0,0,0,0,0,22,3,0,0,0,0,30-Apr-04
2002,27,12,5,2,55,2,1,0,0,0,0,0,0,4,10,5,17,1,8,5,30-Apr-04
2002,27,12,2,12,55,132,9,0,0,0,0,0,0,0,0,0,1,1,0,0,30-Apr-04
2002,27,12,2,12,55,122,9,0,0,0,0,0,0,0,0,0,1,0,0,0,30-Apr-04
2002,27,12,2,12,55,116,9,0,0,0,0,0,0,0,0,13,33,8,0,0,30-Apr-04
2002,27,12,2,12,55,132,1,0,0,0,0,0,0,0,6,25,19,5,1,0,30-Apr-04
2002,27,12,2,12,55,129,1,0,0,0,0,0,0,0,0,2,1,1,0,0,30-Apr-04
2002,27,12,2,12,55,122,1,0,0,0,0,0,0,0,1,23,19,2,1,0,30-Apr-04
2002,27,12,2,12,55,116,1,0,0,0,0,0,0,0,99,438,518,150,40,0,30-Apr-04
2002,27,12,2,2,55,188,1,0,0,0,0,0,0,1,0,0,0,0,0,0,30-Apr-04
2002,27,12,2,12,55,112,1,0,0,0,0,0,0,0,2,2,0,0,0,0,30-Apr-04
2002,27,12,2,2,55,101,9,0,0,0,0,0,0,2,2,1,0,0,2,0,30-Apr-04
2002,27,12,2,12,55,101,1,0,0,0,0,0,0,0,1,1,1,0,0,0,30-Apr-04
2002,27,12,2,12,55,3,1,0,0,0,0,0,0,0,70,191,153,56,14,2,30-Apr-04
2002,27,12,2,12,55,2,1,0,0,0,0,0,0,0,55,154,122,43,11,1,30-Apr-04
2002,27,12,2,12,55,1,1,0,0,0,0,0,0,0,831,2325,1659,549,131,4,30-Apr-04
2002,27,12,2,2,55,132,9,0,0,0,0,0,0,0,0,2,0,0,0,0,30-Apr-04
2002,27,12,2,2,55,112,9,0,0,0,0,0,0,0,0,2,0,0,0,0,30-Apr-04
2002,27,12,2,2,55,106,9,0,0,0,0,0,0,1,0,0,0,0,0,0,30-Apr-04
2002,27,12,2,2,55,103,9,0,0,0,0,0,0,0,0,0,0,0,1,0,30-Apr-04
2002,27,51,1,56,47,186,9,0,0,0,0,1,0,10,17,4,0,0,0,0,30-Apr-04
2002,27,12,2,12,55,114,1,0,0,0,0,0,0,0,4,7,1,0,0,0,30-Apr-04
2002,27,51,1,23,47,102,9,0,0,0,0,0,0,2,20,19,6,3,0,0,30-Apr-04
2002,27,51,1,29,47,284,9,0,0,0,0,0,0,1,0,0,0,0,0,0,30-Apr-04
2002,27,51,1,29,47,278,9,0,0,0,0,0,0,1,0,0,0,0,0,0,30-Apr-04
2002,27,51,1,29,47,264,9,0,0,0,0,0,0,1,0,0,0,0,0,0,30-Apr-04
2002,27,51,1,29,47,132,9,0,0,0,0,0,0,0,0,0,1,0,0,0,30-Apr-04
2002,27,51,1,23,47,188,9,0,0,0,0,0,0,0,0,1,0,0,0,0,30-Apr-04
2002,27,51,1,23,47,186,9,0,0,0,0,0,0,1,12,5,7,2,0,0,30-Apr-04
2002,27,51,1,23,47,144,9,18,0,0,0,0,1,10,102,71,25,5,0,0,30-Apr-04
2002,27,51,1,23,47,132,9,0,0,0,0,0,0,0,1,2,1,0,0,0,30-Apr-04
2002,27,12,1,12,55,114,9,0,0,0,0,0,0,0,1,0,0,0,0,0,30-Apr-04
2002,27,51,1,23,47,106,9,0,0,0,0,0,0,0,5,5,1,0,0,0,30-Apr-04
2002,27,51,1,29,47,464,9,0,0,0,0,0,0,1,0,0,0,0,0,0,30-Apr-04
2002,27,51,1,23,47,101,9,0,0,0,0,0,1,2,49,36,11,2,0,0,30-Apr-04
2002,27,51,1,21,47,452,9,0,0,0,0,0,0,2,4,2,0,0,0,0,30-Apr-04
2002,27,51,1,21,47,186,9,18,0,0,1,6,1,16,26,63,76,10,0,0,30-Apr-04
2002,27,51,1,21,47,182,9,0,0,0,0,0,0,1,1,1,1,0,0,0,30-Apr-04
2002,27,51,1,21,47,144,9,0,0,0,0,1,0,2,3,22,16,1,0,0,30-Apr-04
2002,27,51,1,21,47,120,9,0,0,0,0,0,0,0,0,1,0,0,0,0,30-Apr-04
2002,27,51,1,21,47,106,9,0,0,0,0,0,0,1,2,4,2,0,0,0,30-Apr-04
2002,27,51,1,21,47,102,9,0,0,0,0,0,0,4,3,8,7,1,0,0,30-Apr-04
2002,27,51,1,23,47,120,9,0,0,0,0,0,0,1,2,1,0,0,0,0,30-Apr-04
