Year,Country,Gear,Tonnage,MainSpecies,AreaCode,SpeciesEffort,Effort,Month_NK,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,DateCreated
2010,3,10,2,72,32,1,1,0,0,0,0,0,0,26,121,78,0,0,0,0,2-Sep-11
2010,3,10,2,72,32,2,1,0,0,0,0,0,0,2,9,7,0,0,0,0,2-Sep-11
2010,3,10,2,72,32,3,1,0,0,0,0,0,0,2,9,7,0,0,0,0,2-Sep-11
2010,3,10,2,72,32,632,9,0,0,0,0,0,0,0,40,12,0,0,0,0,2-Sep-11
2010,3,10,2,72,32,632,1,0,0,0,0,0,0,8,48,21,0,0,0,0,2-Sep-11
2010,3,10,2,72,41,1,1,0,0,0,0,0,542,1244,164,0,0,0,0,0,2-Sep-11
2010,3,10,2,72,41,2,1,0,0,0,0,0,45,89,10,0,0,0,0,0,2-Sep-11
2010,3,10,2,72,41,3,1,0,0,0,0,0,45,89,10,0,0,0,0,0,2-Sep-11
2010,3,10,2,72,41,632,9,0,0,0,0,0,0,6,0,0,0,0,0,0,2-Sep-11
2010,3,10,2,72,41,632,1,0,0,0,0,0,270,633,67,0,0,0,0,0,2-Sep-11
2010,3,10,2,72,42,632,9,0,0,0,0,0,0,0,0,0,18,22,0,0,2-Sep-11
2010,3,10,3,71,31,1,1,0,0,0,0,0,0,0,0,0,8,0,0,0,2-Sep-11
2010,3,10,3,71,31,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2-Sep-11
2010,3,10,3,71,31,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2-Sep-11
2010,3,10,3,71,31,632,1,0,0,0,0,0,0,0,0,0,3,0,0,0,2-Sep-11
2010,3,10,3,72,23,1,1,0,0,0,0,0,0,776,860,1452,1403,366,28,0,2-Sep-11
2010,3,10,3,72,23,2,1,0,0,0,0,0,0,55,63,118,109,30,2,0,2-Sep-11
2010,3,10,3,72,23,3,1,0,0,0,0,0,0,55,63,122,115,30,3,0,2-Sep-11
2010,3,10,3,72,23,632,9,0,0,0,0,0,0,170,633,441,162,397,15,0,2-Sep-11
2010,3,10,3,72,23,632,1,0,0,0,0,0,0,377,496,958,668,138,11,0,2-Sep-11
2010,3,10,3,72,31,1,1,0,0,0,0,0,107,5660,14420,17331,4738,6287,505,0,2-Sep-11
2010,3,10,3,72,31,2,1,0,0,0,0,0,7,394,1025,1288,367,440,32,0,2-Sep-11
2010,3,10,3,72,31,3,1,0,0,0,0,0,7,404,1043,1316,384,465,33,0,2-Sep-11
2010,3,10,3,72,31,632,9,0,0,0,0,0,0,30,209,452,73,81,11,0,2-Sep-11
2010,3,10,3,72,31,632,1,0,0,0,0,0,69,2987,7226,7830,2139,2533,154,0,2-Sep-11
2010,3,10,3,72,32,1,1,0,0,0,0,0,110,740,3829,5741,1270,837,474,0,2-Sep-11
2010,3,10,3,72,32,2,1,0,0,0,0,0,11,64,304,436,98,54,30,0,2-Sep-11
2010,3,10,3,72,32,3,1,0,0,0,0,0,11,67,311,451,106,59,30,0,2-Sep-11
2010,3,10,3,72,32,632,9,0,0,0,0,0,0,0,1,131,0,0,28,0,2-Sep-11
2010,3,10,3,72,32,632,1,0,0,0,0,0,29,359,1843,2168,392,214,137,0,2-Sep-11
2010,3,10,3,72,41,1,1,0,0,0,0,0,3157,3871,729,863,466,0,0,0,2-Sep-11
2010,3,10,3,72,41,2,1,0,0,0,0,0,235,281,49,49,28,0,0,0,2-Sep-11
2010,3,10,3,72,41,3,1,0,0,0,0,0,237,281,49,49,28,0,0,0,2-Sep-11
2010,3,10,3,72,41,632,9,0,0,0,0,0,221,443,16,39,16,0,0,0,2-Sep-11
2010,3,10,3,72,41,632,1,0,0,0,0,0,1619,2070,318,286,113,0,0,0,2-Sep-11
2010,3,10,3,72,42,1,1,0,0,0,0,0,0,0,0,0,144,162,0,0,2-Sep-11
2010,3,10,3,72,42,2,1,0,0,0,0,0,0,0,0,0,7,7,0,0,2-Sep-11
2010,3,10,3,72,42,3,1,0,0,0,0,0,0,0,0,0,7,7,0,0,2-Sep-11
2010,3,10,3,72,42,632,9,0,0,0,0,0,131,152,0,0,0,0,0,0,2-Sep-11
2010,3,10,3,72,42,632,1,0,0,0,0,0,0,0,0,0,27,37,0,0,2-Sep-11
2010,3,10,3,72,43,1,1,0,0,0,0,0,0,0,0,0,25,0,0,0,2-Sep-11
2010,3,10,3,72,43,2,1,0,0,0,0,0,0,0,0,0,5,0,0,0,2-Sep-11
2010,3,10,3,72,43,3,1,0,0,0,0,0,0,0,0,0,5,0,0,0,2-Sep-11
2010,3,10,3,72,43,632,1,0,0,0,0,0,0,0,0,0,24,0,0,0,2-Sep-11
2010,3,10,4,72,23,1,1,0,0,0,0,0,0,0,0,0,55,0,0,0,2-Sep-11
2010,3,10,4,72,23,2,1,0,0,0,0,0,0,0,0,0,4,0,0,0,2-Sep-11
2010,3,10,4,72,23,3,1,0,0,0,0,0,0,0,0,0,5,0,0,0,2-Sep-11
2010,3,10,4,72,23,632,1,0,0,0,0,0,0,0,0,0,31,0,0,0,2-Sep-11
2010,3,10,4,72,31,1,1,0,0,0,0,0,0,46,270,593,425,299,0,0,2-Sep-11
2010,3,10,4,72,31,2,1,0,0,0,0,0,0,3,20,40,33,27,0,0,2-Sep-11
2010,3,10,4,72,31,3,1,0,0,0,0,0,0,3,20,41,34,30,0,0,2-Sep-11
2010,3,10,4,72,31,632,1,0,0,0,0,0,0,17,132,275,250,177,0,0,2-Sep-11
2010,3,10,4,72,32,1,1,0,0,0,0,0,14,58,187,351,255,330,325,0,2-Sep-11
2010,3,10,4,72,32,2,1,0,0,0,0,0,2,6,15,27,17,18,19,0,2-Sep-11
2010,3,10,4,72,32,3,1,0,0,0,0,0,2,7,15,28,17,19,20,0,2-Sep-11
2010,3,10,4,72,32,632,9,0,0,0,0,0,0,1,0,0,0,0,0,0,2-Sep-11
2010,3,10,4,72,32,632,1,0,0,0,0,0,20,51,93,137,75,96,106,0,2-Sep-11
2010,3,10,4,72,41,1,1,0,0,0,0,0,115,176,0,0,0,0,0,0,2-Sep-11
2010,3,10,4,72,41,2,1,0,0,0,0,0,9,13,0,0,0,0,0,0,2-Sep-11
2010,3,10,4,72,41,3,1,0,0,0,0,0,9,13,0,0,0,0,0,0,2-Sep-11
2010,3,10,4,72,41,632,1,0,0,0,0,0,48,88,0,0,0,0,0,0,2-Sep-11
2010,3,10,5,72,1,1,1,0,0,0,0,0,0,0,0,285,0,0,0,0,2-Sep-11
2010,3,10,5,72,1,2,1,0,0,0,0,0,0,0,0,18,0,0,0,0,2-Sep-11
2010,3,10,5,72,1,3,1,0,0,0,0,0,0,0,0,19,0,0,0,0,2-Sep-11
2010,3,10,5,72,1,632,1,0,0,0,0,0,0,0,0,406,0,0,0,0,2-Sep-11
2010,3,10,5,72,2,1,1,0,18,0,0,0,0,18,0,99,0,0,0,0,2-Sep-11
2010,3,10,5,72,2,2,1,0,2,0,0,0,0,2,0,10,0,0,0,0,2-Sep-11
2010,3,10,5,72,2,3,1,0,2,0,0,0,0,2,0,10,0,0,0,0,2-Sep-11
2010,3,10,5,72,2,632,1,0,25,0,0,0,0,1,0,312,0,0,0,0,2-Sep-11
2010,3,10,5,72,2,633,1,0,9,0,0,0,0,0,0,0,0,0,0,0,2-Sep-11
2010,3,10,5,72,21,1,1,0,81,0,0,0,0,118,0,2,19,0,0,0,2-Sep-11
2010,3,10,5,72,21,2,1,0,12,0,0,0,0,13,0,1,3,0,0,0,2-Sep-11
2010,3,10,5,72,21,3,1,0,12,0,0,0,0,13,0,1,3,0,0,0,2-Sep-11
2010,3,10,5,72,21,632,1,0,324,0,0,0,0,484,0,23,78,0,0,0,2-Sep-11
2010,3,10,5,72,21,633,1,0,59,0,0,0,0,0,0,0,0,0,0,0,2-Sep-11
2010,3,10,5,72,22,1,1,0,35,0,0,23,4,0,0,0,78,0,0,0,2-Sep-11
2010,3,10,5,72,22,2,1,0,3,0,0,3,0,0,0,0,5,0,0,0,2-Sep-11
2010,3,10,5,72,22,3,1,0,3,0,0,3,0,0,0,0,5,0,0,0,2-Sep-11
2010,3,10,5,72,22,632,1,0,90,0,0,113,13,0,0,0,202,0,0,0,2-Sep-11
2010,3,10,5,72,23,1,1,0,0,111,179,776,395,3,4,0,31,110,79,0,2-Sep-11
2010,3,10,5,72,23,2,1,0,0,12,14,50,28,1,0,0,3,7,5,0,2-Sep-11
2010,3,10,5,72,23,3,1,0,0,13,14,51,28,1,0,0,3,7,5,0,2-Sep-11
2010,3,10,5,72,23,632,1,0,0,507,498,2261,928,0,9,0,71,90,76,0,2-Sep-11
2010,3,10,5,72,23,633,1,0,0,4,12,0,1,0,0,0,0,0,0,0,2-Sep-11
2010,3,10,5,72,31,1,1,0,0,2,229,88,24,0,218,0,0,245,1,0,2-Sep-11
2010,3,10,5,72,31,2,1,0,0,1,13,7,3,0,13,0,0,14,0,0,2-Sep-11
2010,3,10,5,72,31,3,1,0,0,1,13,7,3,0,13,0,0,14,0,0,2-Sep-11
2010,3,10,5,72,31,632,1,0,0,0,430,207,30,0,480,0,0,118,0,0,2-Sep-11
2010,3,10,5,72,32,1,1,0,237,0,0,0,0,0,0,0,0,0,0,0,2-Sep-11
2010,3,10,5,72,32,2,1,0,17,0,0,0,0,0,0,0,0,0,0,0,2-Sep-11
2010,3,10,5,72,32,3,1,0,17,0,0,0,0,0,0,0,0,0,0,0,2-Sep-11
2010,3,10,5,72,32,632,1,0,511,0,0,0,0,0,0,0,0,0,0,0,2-Sep-11
2010,3,10,6,72,21,1,1,0,0,0,0,0,0,0,0,62,55,0,0,0,2-Sep-11
2010,3,10,6,72,21,2,1,0,0,0,0,0,0,0,0,7,6,0,0,0,2-Sep-11
2010,3,10,6,72,21,3,1,0,0,0,0,0,0,0,0,7,6,0,0,0,2-Sep-11
2010,3,10,6,72,21,632,1,0,0,0,0,0,0,0,0,239,215,0,0,0,2-Sep-11
2010,3,10,6,72,22,1,1,0,97,0,0,0,178,145,0,106,200,0,0,0,2-Sep-11
2010,3,10,6,72,22,2,1,0,12,0,0,0,12,10,0,11,17,0,0,0,2-Sep-11
2010,3,10,6,72,22,3,1,0,12,0,0,0,12,10,0,11,17,0,0,0,2-Sep-11
2010,3,10,6,72,22,632,1,0,364,0,0,0,352,294,0,325,539,0,0,0,2-Sep-11
2010,3,10,6,72,23,1,1,0,1,141,212,141,201,32,115,63,2,0,0,249,2-Sep-11
2010,3,10,6,72,23,2,1,0,1,13,12,9,13,4,11,5,0,0,0,14,2-Sep-11
2010,3,10,6,72,23,3,1,0,1,13,12,9,13,4,11,5,0,0,0,15,2-Sep-11
2010,3,10,6,72,23,632,1,0,2,369,362,296,284,6,335,94,1,0,0,358,2-Sep-11
2010,3,10,6,72,31,1,1,0,0,3,267,44,99,347,29,38,0,0,0,0,2-Sep-11
2010,3,10,6,72,31,2,1,0,0,0,17,3,6,19,2,3,0,0,0,0,2-Sep-11
2010,3,10,6,72,31,3,1,0,0,0,17,3,6,19,2,4,0,0,0,0,2-Sep-11
2010,3,10,6,72,31,632,1,0,0,4,385,76,111,415,27,52,0,0,0,0,2-Sep-11
2010,3,10,6,72,32,1,1,0,0,214,0,0,0,0,0,50,0,0,0,168,2-Sep-11
2010,3,10,6,72,32,2,1,0,0,13,0,0,0,0,0,3,0,0,0,11,2-Sep-11
2010,3,10,6,72,32,3,1,0,0,13,0,0,0,0,0,3,0,0,0,11,2-Sep-11
2010,3,10,6,72,32,632,1,0,0,371,0,0,0,0,0,27,0,0,0,54,2-Sep-11
